x	y	z
2000	1950	1
2000	1950	1
2000	1950	1
2000	1950	1
2000	1950	1
2000	1950	1
2000	1950	1
2000	1950	1
2000	1950	1
2000	1950	1
1850	1700	1
1850	1700	1
1850	1700	1
1850	1700	1
1850	1700	1
1850	1700	1
1850	1700	1
1850	1700	1
1850	1700	1
1850	1700	1
2150	1700	1
2150	1700	1
2150	1700	1
2150	1700	1
2150	1700	1
2150	1700	1
2150	1700	1
2150	1700	1
2150	1700	1
2150	1700	1
