simTime	ueIndex	cellIndex	bitrateDemand	rsrq	newDataRatio	nrUeForDemandType0	nrUeForDemandType1	nrUeForDemandType2	nrUeForDemandType3	nrUeForDemandType4	mcs	qoeScore	
5.175	6	22	300000.0	-8.462	0.779	2.0	0.0	4.0	2.0	6.0	4.767	0.933501	
5.200	7	25	500000.0	-8.090	0.770	0.0	0.0	1.0	1.0	2.0	13.431	0.998093	
5.225	8	26	1000000.0	-9.045	0.670	1.0	0.0	0.0	1.0	1.0	7.725	0.142953	
5.250	9	27	1000000.0	-7.109	0.774	0.0	0.0	0.0	0.0	2.0	10.817	0.998891	
5.275	10	24	100000.0	-6.182	0.877	1.0	0.0	0.0	3.0	4.0	10.333	0.999227	
5.300	11	22	300000.0	-7.876	0.779	2.0	0.0	4.0	2.0	6.0	6.000	0.993658	
5.325	12	24	500000.0	-4.619	0.877	1.0	0.0	0.0	3.0	4.0	11.696	0.998891	
5.350	13	22	1000000.0	-7.910	0.779	2.0	0.0	4.0	2.0	6.0	7.600	0.223013	
5.375	14	24	1000000.0	-9.246	0.877	1.0	0.0	0.0	3.0	4.0	2.909	0.048939	
5.400	15	22	100000.0	-7.347	0.779	2.0	0.0	4.0	2.0	6.0	8.385	0.998093	
5.425	16	25	300000.0	-7.172	0.770	0.0	0.0	1.0	1.0	2.0	13.403	0.998589	
5.450	17	22	500000.0	-8.760	0.779	2.0	0.0	4.0	2.0	6.0	8.170	0.615531	
5.475	18	24	1000000.0	-6.902	0.877	1.0	0.0	0.0	3.0	4.0	8.013	0.998408	
5.500	19	24	1000000.0	-6.945	0.877	1.0	0.0	0.0	3.0	4.0	7.949	0.998408	
5.525	20	21	100000.0	-8.706	0.328	2.0	0.0	1.0	0.0	0.0	28.000	0.004070	
5.550	21	14	300000.0	-7.272	1.000	0.0	0.0	1.0	0.0	0.0	28.000	0.998956	
5.575	22	16	500000.0	-8.364	1.000	0.0	0.0	0.0	1.0	0.0	28.000	0.998093	
5.600	23	25	1000000.0	-6.962	0.770	0.0	0.0	1.0	1.0	2.0	12.299	0.998891	
5.625	24	12	1000000.0	-7.549	1.000	0.0	0.0	0.0	0.0	1.0	28.000	0.998987	
5.650	25	23	100000.0	-6.659	0.379	2.0	0.0	1.0	0.0	0.0	25.200	0.999227	
5.675	26	21	300000.0	-9.278	0.328	2.0	0.0	1.0	0.0	0.0	22.192	0.004070	
5.700	27	22	500000.0	-8.085	0.779	2.0	0.0	4.0	2.0	6.0	10.400	0.933501	
5.725	28	22	1000000.0	-7.050	0.779	2.0	0.0	4.0	2.0	6.0	9.242	0.571922	
5.750	29	22	1000000.0	-8.530	0.779	2.0	0.0	4.0	2.0	6.0	9.805	0.068808	
