simTime	ueIndex	cellIndex	bitrateDemand	rsrq	newDataRatio	nrUeForDemandType0	nrUeForDemandType1	nrUeForDemandType2	nrUeForDemandType3	nrUeForDemandType4	mcs	qoeScore	
440.150	5	21	100000.0	-4.861	0.936	15.0	0.0	0.0	4.0	4.0	8.000	0.000127	
440.175	6	21	100000.0	-4.954	0.936	15.0	0.0	0.0	4.0	4.0	10.000	0.003439	
440.200	7	21	500000.0	-4.761	0.936	15.0	0.0	0.0	4.0	4.0	19.929	0.999975	
440.225	8	21	100000.0	-3.950	0.936	15.0	0.0	0.0	4.0	4.0	18.000	0.000000	
440.250	9	21	1000000.0	-4.633	0.936	15.0	0.0	0.0	4.0	4.0	12.000	0.000000	
440.275	10	21	100000.0	-3.410	0.936	15.0	0.0	0.0	4.0	4.0	24.000	0.997079	
440.300	11	21	100000.0	-4.810	0.936	15.0	0.0	0.0	4.0	4.0	14.000	0.000130	
440.325	12	23	500000.0	-5.663	1.000	8.0	0.0	0.0	4.0	3.0	8.000	0.000000	
440.350	13	21	100000.0	-5.001	0.936	15.0	0.0	0.0	4.0	4.0	16.000	0.999998	
440.375	14	21	1000000.0	-4.104	0.936	15.0	0.0	0.0	4.0	4.0	22.000	0.999997	
440.400	15	21	100000.0	-3.302	0.936	15.0	0.0	0.0	4.0	4.0	28.000	0.148195	
440.425	16	21	100000.0	-4.995	0.936	15.0	0.0	0.0	4.0	4.0	18.000	0.434508	
440.450	17	21	500000.0	-3.935	0.936	15.0	0.0	0.0	4.0	4.0	20.000	0.999981	
440.475	18	21	100000.0	-5.752	0.936	15.0	0.0	0.0	4.0	4.0	18.000	0.000000	
440.500	19	6	1000000.0	-9.463	1.000	0.0	0.0	0.0	0.0	1.0	28.000	0.000000	
440.525	20	21	100000.0	-3.435	0.936	15.0	0.0	0.0	4.0	4.0	26.000	0.939255	
440.550	21	21	100000.0	-6.408	0.936	15.0	0.0	0.0	4.0	4.0	6.000	0.000000	
440.575	22	21	500000.0	-4.666	0.936	15.0	0.0	0.0	4.0	4.0	20.000	0.999993	
440.600	23	23	100000.0	-5.481	1.000	8.0	0.0	0.0	4.0	3.0	8.000	0.000192	
440.625	24	23	1000000.0	-5.910	1.000	8.0	0.0	0.0	4.0	3.0	8.000	0.000000	
