% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	1	17	1	1	4	7	7210	7	7210	0.0105189	0.000320178	0.0100754	0.0109982	1030	0	1030	1030	
0	1	18	2	2	4	7	7210	7	7210	0.0172324	0.00397798	0.0143473	0.0259973	1030	0	1030	1030	
0	1	14	3	4	4	35	36050	27	27810	0.0410622	0.0389753	0.00663458	0.131453	1030	0	1030	1030	
0	1	13	4	4	4	7	7210	7	7210	0.0129457	0.00307639	0.00825553	0.016801	1030	0	1030	1030	
0	1	14	5	2	4	69	71070	68	70040	0.00835848	0.00364834	0.00327094	0.0246277	1030	0	1030	1030	
0	1	14	6	5	4	7	7210	7	7210	0.0113733	0.00173519	0.0100729	0.0149939	1030	0	1030	1030	
0	1	13	7	3	4	7	7210	7	7210	0.00937242	0.00260163	0.00652655	0.0129931	1030	0	1030	1030	
0	1	13	8	7	4	35	36050	34	35020	0.0109384	0.0042342	0.00527009	0.0198155	1030	0	1030	1030	
0	1	14	9	1	4	7	7210	6	6180	0.0294348	0.0378667	0.00707115	0.104253	1030	0	1030	1030	
0	1	14	10	3	4	69	71070	68	70040	0.0182987	0.00772027	0.00645191	0.0359974	1030	0	1030	1030	
0	1	16	11	1	4	7	7210	7	7210	0.0105133	0.000319326	0.0100703	0.0109896	1030	0	1030	1030	
0	1	16	12	2	4	7	7210	7	7210	0.0115125	0.000319326	0.0110694	0.0119888	1030	0	1030	1030	
0	1	18	13	14	4	35	36050	34	35020	0.00914331	0.00589748	0.00326924	0.0208147	1030	0	1030	1030	
0	1	15	14	3	4	7	7210	4	4120	0.0444095	0.0420704	0.0130686	0.10625	1030	0	1030	1030	
0	1	15	15	1	4	69	71070	68	70040	0.010342	0.00249805	0.00372377	0.0147238	1030	0	1030	1030	
0	1	16	16	3	4	7	7210	0	0	0	0	0	0	0	0	0	0	
0	1	13	17	8	4	7	7210	7	7210	0.0117954	0.00403819	0.0053396	0.0189845	1030	0	1030	1030	
0	1	13	18	2	4	35	36050	34	35020	0.00911294	0.00422118	0.0035411	0.0178138	1030	0	1030	1030	
0	1	12	19	1	4	7	7210	7	7210	0.00879438	0.0031749	0.00406601	0.0109828	1030	0	1030	1030	
0	1	13	20	5	4	69	71070	68	70040	0.0127381	0.00554181	0.00463201	0.0248138	1030	0	1030	1030	
0	1	15	21	2	4	7	7210	7	7210	0.011222	0.000936466	0.0100652	0.0125197	1030	0	1030	1030	
0	1	17	22	2	4	7	7210	7	7210	0.0115068	0.000318476	0.0110643	0.0119802	1030	0	1030	1030	
0	1	12	23	2	4	35	36050	14	14420	0.13741	0.0324754	0.0893584	0.200268	1030	0	1030	1030	
0	1	18	24	7	4	7	7210	7	7210	0.00864871	0.00453176	0.00479072	0.0169785	1030	0	1030	1030	
0	1	18	25	11	4	69	71070	68	70040	0.0137666	0.00709277	0.0040857	0.0318061	1030	0	1030	1030	
0	1	18	26	13	4	7	7210	6	6180	0.0184877	0.0067204	0.0137899	0.0319768	1030	0	1030	1030	
0	1	18	27	1	4	7	7210	7	7210	0.0147897	0.00337656	0.0109759	0.0202435	1030	0	1030	1030	
0	1	18	28	9	4	35	36050	34	35020	0.00984632	0.00676277	0.00517575	0.0269751	1030	0	1030	1030	
