simTime	ueIndex	cellIndex	bitrateDemand	rsrq	newDataRatio	nrUeForDemandType0	nrUeForDemandType1	nrUeForDemandType2	nrUeForDemandType3	nrUeForDemandType4	mcs	qoeScore	
2.500	19	21	1000000.0	-3.433	0.964	17.0	0.0	0.0	4.0	5.0	28.000	0.999997	
2.525	20	21	100000.0	-3.362	0.964	17.0	0.0	0.0	4.0	5.0	28.000	0.999994	
2.550	21	22	100000.0	-3.605	0.599	2.0	0.0	0.0	0.0	0.0	24.000	0.464412	
2.575	22	21	500000.0	-5.992	0.964	17.0	0.0	0.0	4.0	5.0	18.000	0.999983	
2.600	23	23	100000.0	-5.892	1.000	5.0	0.0	0.0	4.0	3.0	6.000	0.002621	
2.625	24	23	1000000.0	-6.839	1.000	5.0	0.0	0.0	4.0	3.0	4.000	0.000000	
2.650	25	21	100000.0	-7.794	0.964	17.0	0.0	0.0	4.0	5.0	4.000	0.000000	
2.675	26	23	100000.0	-4.610	1.000	5.0	0.0	0.0	4.0	3.0	8.000	0.017297	
2.700	27	23	500000.0	-4.236	1.000	5.0	0.0	0.0	4.0	3.0	12.794	0.999997	
2.725	28	21	100000.0	-6.427	0.964	17.0	0.0	0.0	4.0	5.0	6.000	0.004326	
2.750	29	23	1000000.0	-6.160	1.000	5.0	0.0	0.0	4.0	3.0	8.000	0.000000	
2.775	30	22	100000.0	-7.374	0.599	2.0	0.0	0.0	0.0	0.0	14.909	0.000000	
2.800	31	23	100000.0	-5.746	1.000	5.0	0.0	0.0	4.0	3.0	6.000	0.009594	
2.825	32	23	500000.0	-7.156	1.000	5.0	0.0	0.0	5.0	3.0	7.066	0.000000	
2.850	33	21	100000.0	-6.530	0.964	17.0	0.0	0.0	3.0	5.0	4.143	0.000000	
2.875	34	21	1000000.0	-6.884	0.964	17.0	0.0	0.0	3.0	5.0	6.000	0.000000	
2.900	35	23	100000.0	-5.113	1.000	5.0	0.0	0.0	5.0	3.0	8.000	0.060935	
2.925	36	23	100000.0	-7.458	1.000	5.0	0.0	0.0	5.0	3.0	4.000	0.000088	
2.950	37	23	500000.0	-6.633	1.000	5.0	0.0	0.0	5.0	3.0	8.000	0.000000	
2.975	38	21	100000.0	-7.706	0.964	17.0	0.0	0.0	3.0	5.0	4.571	0.000000	
3.000	39	23	1000000.0	-4.994	1.000	5.0	0.0	0.0	5.0	3.0	8.000	0.000000	
3.025	0	21	100000.0	-6.728	0.968	17.0	0.0	0.0	3.0	5.0	6.108	0.000000	
3.050	1	21	100000.0	-7.207	0.968	17.0	0.0	0.0	3.0	5.0	4.650	0.000000	
3.075	2	23	500000.0	-7.047	1.000	5.0	0.0	0.0	5.0	3.0	6.000	0.000000	
3.100	3	21	100000.0	-5.227	0.968	17.0	0.0	0.0	3.0	5.0	10.000	0.189544	
3.125	4	21	1000000.0	-4.490	0.968	17.0	0.0	0.0	3.0	5.0	12.000	0.000000	
3.150	5	21	100000.0	-4.451	0.968	17.0	0.0	0.0	3.0	5.0	10.000	0.025283	
3.175	6	21	100000.0	-4.815	0.968	17.0	0.0	0.0	3.0	5.0	12.000	0.976998	
3.200	7	21	500000.0	-5.424	0.968	17.0	0.0	0.0	3.0	5.0	10.000	0.099999	
3.225	8	21	100000.0	-3.974	0.968	17.0	0.0	0.0	3.0	5.0	18.000	0.998830	
3.250	9	21	1000000.0	-4.616	0.968	17.0	0.0	0.0	3.0	5.0	12.000	0.000000	
3.275	10	21	100000.0	-3.556	0.968	17.0	0.0	0.0	3.0	5.0	24.000	0.999870	
3.300	11	21	100000.0	-4.713	0.968	17.0	0.0	0.0	3.0	5.0	18.000	0.998425	
3.325	12	23	500000.0	-5.927	1.000	5.0	0.0	0.0	5.0	3.0	7.269	0.000001	
3.350	13	21	100000.0	-4.950	0.968	17.0	0.0	0.0	3.0	5.0	18.000	0.999825	
3.375	14	21	1000000.0	-3.069	0.968	17.0	0.0	0.0	3.0	5.0	28.000	0.999996	
